gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,entity_type_proposal,problem_count,candidate_count,source_count,code_alternative_count,candidate_count_bucket,retrieval_profile,multi_source_supported,conflict_pair_count,problem_context_samples_json,gold_link_status,requires_problem_review,gold_decision_reason,reviewer,case_review_status
82,gold-case:22656e15a877db62cbcb,term-review-task:84ce016933a4ac71c1db,resolution-case:4f8d246a463927eb43cb,김흠돌의 난,사건,Event,7,7,2,5,C06_09,EXPANDED_ONLY,False,6,"[{""problem_id"": ""cj_v41_0386"", ""full_text"": ""김주원의 묘야. 그의 이듬 김현창은 아버지가 왕위에 오르지 못한 것에 불인을 품고 빈란을 일으켰어. 김주원과 김현창의 삶을 통해 혜공왕 피살 이후 왕위 쟁달선이 거듭된 이 시기의 상황을 잘 알 수 있어. ,.2국굳 ; .尋로누 견-구들 -\n'이 시기'에 있었던 사실로 옳은 것은?\n왕의 장인인 김흠돌이 난을 일으켰다.\n거칠부가 왕명에 의해 국사를 편찬하였다.\n김춘추가 진골 출신 최초로 왕위에 올랐다.\n자장의 건의로 황룡사 9층 목탑이 건립되었다.\n체징이 9산 선문 중 하나인 가지산문을 개창하였다.""}, {""problem_id"": ""cj_v41_0624"", ""full_text"": ""이 왕은 김춈돌의 난을 진압하고 왕권을 강회했어. 아버지인 문무왕을 위하여 간은사를 완공했지. 기 ,누 완신주와 청주를 실치하여 9주를 갖추었어.\n'이 왕'의 업적으로 옳은 것은?\n거칠부에게 국사를 편찬하게 하였다.\n이사부를 보내 우산국을 복속하였다.\n건원이라는 독자적 연호를 사용하였다.\n관료전을 지급하고 녹읍을 폐지하였다.\n관리 선발을 위해 독서삼품과를 실시하였다.""}, {""problem_id"": ""cj_v41_0718"", ""full_text"": ""한국사 웹툰 기획안 1화 자 진골 귀족 김흥돌의 반란을 진압하다. 국학을 설치이여 인재를 양성하다. 9주를 久쉬히여 지방 통치 체제를 갖추다. (가) 사료에 기반하여 제작한다 사항\n(가)에 들어갈 내용으로 옳은 것은?\n관료전을 지급하고 녹읍을 폐지하다.\n마립간이라는 칭호를 처음 사용하다.\n이사부를 보내 우산국을 복속시키다.\n화랑도를 국가적 조직으로 개편하다.\n이차돈의 순교를 계기로 불교를 공인하다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
83,gold-case:cce3732d3690f196363d,term-review-task:45839fe2c7c320076ced,resolution-case:45a96646de78a05a3ad7,절영도 조차 요구,사건,Event,5,5,2,3,C03_05,EXPANDED_ONLY,True,4,"[{""problem_id"": ""cj_v41_0077"", ""full_text"": ""이것은 일제로부터 도입한 차관을 갚기 위해 일어난 이 운동을 기념하여 대구에 세운 조형물이다. 개화 지식인, 상인, 여성이 엽전을 떠받치고 있는 모습으로 형상화되었다.\n‘이 운동’에 대한 설명으로 옳은 것은?\n황국 중앙 총상회의 주도로 전개 되었다.\n러시아의 절영도 조차 요구에 반대하였다.\n조선 총독부의 방해와 탄압으로 실패하였다.\n대한매일신보 등 당시 언론이 적극적으로 참여하였다.\n일본, 프랑스 등의 노동 단체로부터 격러 전문을 받았다.""}, {""problem_id"": ""cj_v41_0744"", ""full_text"": ""이것은 대한매일신보에 태극 서관이 게재한 서적 할인 광고이다. 태극 서관은 신지식 보급과 민족의식 고취를 위해 이 단체가 운영한 기관이다. 인재 양성을 위해 대성 학교도 설립한 이 단체에 대해 말해 볼까요? 광고에는 안창호, 양기탁 등의 이름이 보이다.\n교사의 질문에 대한 학생의 답변으로 옳은 것은?\n민립 대학 설립 운동을 전개하였다.\n러시아의 절영도 조차 요구를 저지하였다.\n파리 강화 회의에 독립 청원서를 제출하였다.\n안창호, 양기탁 등이 비밀 결사로 조직하였다.\n국문 연구소를 세워 한글의 문자 체계를 정리하였다.""}, {""problem_id"": ""cj_v41_0835"", ""full_text"": ""(가) 은/는독립관에서 경축 모임을 열었다. 회장은 모임을 여는 큰 뜻을 설명하였다. “오늘은 황제 폐하께서 대황제라는 존귀한 칭호를 갖게 되신 계천(繼天) 경축일이니, 대한의 신민은 이를 크게 경축드립니다. 우리는 관민 공동회에서 황실을 공고히 하고 인민을 문명 개화시기며 영토를 보존하고자 여섯 개 조항의 의견안을 바쳤습니다. '과고 말하였다. 이어 회원들은 조칙 5조와 헌의 6조 10만 장을 인쇄하여 온 나라에 널리 배포하고 학생들에게 그것을 배우고 익히도록 하였다. 경축연을 마친 회원들은 울긋불긋한 종이꽃을 머리에 꽂은 채 국기와 (가) 의 깃발을 세우고 경축기를 부르며 인화문 앞으로 가서 만세를 외치고 종로의 만민 공동회로 갔다\n(가) 단체에 대한 설명으로 옳은 것은?\n일제의 황무지 개간권 요구를 저지시켰다.\n러시아의 절영도 조차 요구에 반대하였다.\n태극 서관을 설립하여 계몽 서적을 보급하였다.\n민립 대학 설립을 위한 모금 운동을 전개하였다.\n조소앙의 삼균주의를 기초로 건국 강령을 발표하였다.""}]",ACCEPTED,NO,용어와 설명 일치함 + 연관 용어 ,MK,COMPLETE
84,gold-case:63f1377d47114631273c,term-review-task:fec1858601ee2ea894a6,resolution-case:5c7ef2102ca18ab7ccdb,독립신문,문헌,Work,8,10,2,6,C10,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0265"", ""full_text"": ""(가) 대왕대비께서 전교하기를, “이번에 이렇게 만동묘를 철폐하고 다른 곳으로 옮기 모시는 것에 대해서 선현의 혼령이 알게 되더라도 올바른 예법이라고 여기고 유감이 없을 것이다.”라고 하였다. (나) 최익현이 상소를 올려 대원군의 잘못을 탄핵하기를, “만약 그 지위가 아닌데도 국정에 괸여하는 지는 단지 그 지위와 녹을 중요하게 여기기 때문이다.”라고 하였다. 왕은 너그러운 비답을 내려 특별히 그를 호조 참판에 발탁하고 총애하였다.\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n신식 군대인 별기군이 창설되었다.\n서재필 등이 독립신문을 발행하였다.\n종로와 전국 각지에 척화비가 세워졌다.\n김옥균 등 개화 세력이 정변을 일으켰다.\n조청 상민 수륙 무역 장정을 체결하였다.""}, {""problem_id"": ""cj_v41_0280"", ""full_text"": ""(가) 북간도에 주둔한 이군 7백 명은 북로 사령부 소재지인 봉오동을 향해 행군하다가 적군 3백 명을 발견하였다. 아군을 지휘하는 홍범도, 최진동 두 장군은 즉시 적을 공격하여 120여 명을 살상하고 도주하는 적을 추격하였다. - 독립신문 - (나) 조선 혁명군 총사령 양세봉, 참모장 김학규 등은 병력을 이끌고 중국 의용군과 합세하였다. - 아군은 승세를 몰아 적들을 30여 리 정도 추격한 끝에 영릉가성을 점령하였다. - 과보 0 그\n(가), (나) 사이의 시기에 있었던 사실로 옳지 않은 것은?\n자유시 참변 이후 3부가 조직되었다.\n일본군의 보복으로 간도 참변이 발생하였다.\n독립군 연합 부대가 청산리에서 큰 승리를 거두었다.\n일제가 독립군을 탄압하고자 미쓰야 협정을 체결하였다.\n스탈린에 의해 많은 한인이 중앙아시아로 강제 이주되었다.""}, {""problem_id"": ""cj_v41_0362"", ""full_text"": ""오늘 화약을 체결했으니 전주성에서 물러가시오. 알겠소. 폐정 개혁과 농민군의 신변 보장을 해 주시오. (가) 어제 군국기무처에서 과거제를 폐지했다고 하네. 앞으로 인재 등용에 큰 변화가 있겠군.\n(가) 시기에 있었던 사실로 옳은 것은?\n교정청이 설치되었다.\n독립신문이 창간되었다.\n한성 전기 회사가 설립되었다.\n시모노세키 조약이 체결되었다.\n건양이라는 연호가 제정되었다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
85,gold-case:17d224d63f4503f2bd63,term-review-task:a171de20e79bcad48231,resolution-case:de4b116078ceda1a5a40,동모산,지명,Place,4,4,2,3,C03_05,EXACT_AND_EXPANDED,True,2,"[{""problem_id"": ""cj_v41_0151"", ""full_text"": ""창사 특집 다큐엔터리 (가) ,남북국 시대를 열다 동모산에 도읍하고 나라를 세우다 당의 등주를 공격하고 요서에서 격돌하다 일본에 국서를 보내어 고려 국왕이라 칭하다 꼬20년 10월 06일~○○일 방 10시\n(가) 국가에 대한 설명으로 옳은 것은?\n9서당 10정의 군사 조직을 갖추었다.\n정당성의 대내상이 국정을 총괄하였다.\n지방관을 감찰하기 위해 외사정을 파견하였다.\n위화부 등 13부를 두어 행정 업무를 분담하였다.\n마진이라는 국호와 무태라는 연호를 사용하였다.""}, {""problem_id"": ""cj_v41_0431"", ""full_text"": ""(가) 왕은 당과 신라 군사들이 이미 백강과 탄현을 지났다는 소식을 듣고 장군 계백에게 결사대 5천 명을 거느리고 황산으로 가서 신라 군사와 싸우게 하였다. 계백은 4번 싸워서 모두 이겼으나 군사가 적고 힘이 모자라서 마침내 패하였다. (나) 사찬 시득이 수군을 거느리고 소부리주 기벌포에서 설인귀와 싸웠는데 연이어 패배하였다. 그러나 이후 크고 작은 22번의 싸움에서 승리하여 4천여 명을 죽였다\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n김흠돌이 반란을 꾀하다 처형되었다.\n의자왕이 신라를 공격하여 대야성을 함락시켰다.\n을지문덕이 살수에서 수의 군대를 크게 물리쳤다.\n대조영이 고구려 유민을 이끌고 동모산에서 건국하였다.\n검모잠이 안승을 왕으로 추대하고 부흥 운동을 전개하였다.""}, {""problem_id"": ""cj_v41_0675"", ""full_text"": ""36.. 궁궐 안 왕이 분노에 찬 표정으로 대문예에게 일하고 있다. 왕:혹수 말갈이 몰래 당에 조공하였으니, 이는 당과 공모하여 앞뒤로 우리를 치려는 것이다. 군대를 이끌고 기서 호수 말갈을 정벌하라. 대문에: 팅에 조공하였다 하여 그들~을 바로 공격한다면 이는 당에 맞서는 것이다. 하루아침에 당과 원수를 지면 빰을 자초할 수 있다.\n다음 시나리오에 등장하는 왕의 업적으로 옳은 것은?\n장문휴를 보내 등주를 공격하였다.\n9서당 10정의 군사 조직을 갖추었다.\n사비로 천도하고 국호를 남부여로 고쳤다.\n지방관을 감찰하고자 외사정을 파견하였다.\n고구려 유민을 모아 동모산에서 나라를 세웠다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
86,gold-case:583a9a1d5d870712e592,term-review-task:22fe9ce20d94dbe96516,resolution-case:81041c1d6543ef70998a,미국 전략정보국,기관,Institution,1,1,1,1,C01_02,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0180"", ""full_text"": ""이곳은 부산 해운대어 있는 '매국지사 강근호 길이다. 그는 1920년 10월 백운평, 어랑촌 고통하 등지에서 일본군에 맞서 씨운 (가) 당시 북로 군정서 중대장으로 혈약하였다. 애숙지사 강22 43기 강근호 길\n(가) 전투에 대한 설명으로 옳은 것은?\n중국 팔로군과 협력하여 진행되었다.\n미국 전략 정보국(OSS)의 지원을 받았다.\n대한민국 임시 정부 수립에 영향을 주었다.\n조국 광복회의 지원 아래 유격전으로 전개되었다.\n대한 독립군, 대한 국민군 등이 연합하여 참여하였다.""}]",REJECTED,NO,미국전략정보국과 미국중앙정보국은 약간 다름,MK,COMPLETE
87,gold-case:9d200eed7fd30d2cb3c2,term-review-task:92705bdc15d00c125889,resolution-case:a261b6246eb3aab0a25a,동복 현감,제도,Concept,1,10,2,6,C10,EXPANDED_ONLY,False,29,"[{""problem_id"": ""cj_v41_1405"", ""full_text"": ""이치(梨峙)는 금산에서 전주로 넘어가는 길목에 위치한 요충지이다. 이곳에서 전라 절제사 권율과 동복 현감 황진이 이끄는 관군은 치열한 전투 끝에 적의 진격을 저지하였다. 그 결과 전라도의 곡창 지대와 조선 수군의 배후를 지키는 데 기여하여 전쟁 초기 적군의 전략에 타격을 입혔다. 오전 11:10 충청도 이치 전투, 전라도를 지켜내다 금산 이치 전주 전라도\n밑줄 그은 ‘전쟁’ 중에 있었던 사실로 옳은 것은?\n정문부가 북관대첩을 이끌었다.\n정봉수가 용골산성에서 항쟁하였다.\n최윤덕이 이만주 부대를 정벌하였다.\n강홍립이 사르후 전투에 참전하였다.\n김준룡이 광교산 전투에서 항전하였다.""}]",RESOLVED,NO,연관 지역에 대한 설명이 있지만 해당용어에 대한 설명은 없음,MK,COMPLETE
88,gold-case:17be139fe4324b66e462,term-review-task:d0cc75a6c16f5d681027,resolution-case:daf72d280451635f8554,정년도목,제도,Concept,2,10,2,7,C10,EXPANDED_ONLY,True,11,"[{""problem_id"": ""cj_v41_0630"", ""full_text"": ""백관이 최우의 집에 나아가 정년도목을 올리니, 최우가 정사에 앉아 받았다. 6품 이하는 당하에서 두 번 절하고 땅에 엎드려 감히 고개를 들지 못하였다. 이때부터 최우는 정방을 자기 집에 두고 백관의 인사 행정을 처리하였다. - 고려사절요 -\n다음 상황 이후에 전개된 사실로 옳은 것은?\n삼별초가 용장성에서 항전하였다.\n정중부 등이 김보당의 반란을 진압하였다.\n빈민 구제를 위한 흑창을 처음 설치하였다.\n공주 명학소에서 망이·망소이가 봉기하였다.\n최충헌이 교정별감이 되어 국정을 총괄하였다.""}, {""problem_id"": ""cj_v41_1206"", ""full_text"": ""(가) 왕이 먼저 나라 안의 신하들을 권유하여 개경으로 환도하게 하였다. 여러 신하들이 말하기를 “임금의 명령인데, 감히 따르지 않을 수 있겠는가?”라고 하였으므로, 임유무가 화가 나서 어떻게 해야 할지를 알지 못하였다. (나) 조위총이 군사를 일으키자, 이의방이 이의민을 정동 대장군 지병마사로 임명하였다. 이의민이 군사를 거느리고 전투에 나섰다가 날아오는 화살에 눈을 맞았으나, 철령으로 진군하여 사방에서 북을 치고 고함을 지르면서 급습하여 크게 격파 하였다. (다) 백관이 최우의 집에 나아가 정년도목(政年都目)을 올렸다. 최우가 청사에 앉아 그것을 받았다. 6품 이하는 당하(堂下)에서 두 번 절하고 땅에 엎드려 감히 고개를 들고 보지 못하였다. 이때부터 최우는 정방을 그의 집에 두고 백관의 인사 행정을 처리하였다.\n(가)~(다)를 일어난 순서대로 옳게 나열한 것은?\n(가) - (나) - (다)\n(가) - (다) - (나)\n(나) - (가) - (다)\n(나) - (다) - (가)\n(다) - (나) - (가)""}]",UNRESOLVED,NO,연관용어 설명은 있지만 해당 용어에 대한 정확한 설명은 없음,MK,COMPLETE
89,gold-case:eff451be3582e9c00910,term-review-task:1cf341e17e841dd46e7b,resolution-case:11bb0a4d8f83db7077d2,비잔틴 제국,국가,Polity,1,5,2,5,C03_05,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0385"", ""full_text"": ""다큐멘터리 공모 신청서 작품명: 저서, 위대한 역사 기록이 되다 8세기 인도와 중앙아시아의 실상을 전해 주는 중요한 기록을 남긴 신라 승려가 있다. 글로벌 시대를 맞아 (가)의 기록이 우리에게 남긴 의미를 재조명한다. 현지 답사를 통해 이슬람 세계와 비잔틴 제국에 대한 기록까지 고증하고자 한다.\n(가) 인물에 대한 설명으로 옳은 것은?\n향가 모음집인 삼대목을 편찬하였다.\n화랑도의 규범인 세속 5계를 제시하였다.\n무애가를 지어 불교 대중화에 기여하였다.\n구법 순례기인 왕오천축국전을 저술하였다.\n화엄일승법계도를 지어 화엄 사상을 정리하였다.""}]",REJECTED,NO,"일치하는 설명 없음, 언급은 되어있지만 시험에 나올것같지 않은 용어설명만 뽑힘",MK,COMPLETE
90,gold-case:703d5d30b177455921dd,term-review-task:b9959e5d280849c047e7,resolution-case:4f70c1cacbd90c587f1d,무오사화,사건,Event,4,7,3,6,C06_09,EXACT_AND_EXPANDED,True,8,"[{""problem_id"": ""cj_v41_0167"", ""full_text"": ""색경을 편찬한 인물에 : : 노론에 의해 사문난적으로 대해 이야기해 보재 몰려 당시 학계에서 배척 당했어\n(가)에 들어갈 내용으로 옳은 것은?\n청으로부터 시헌력 도입을 건의했어.\n기기도설을 참고하여 거중기를 설계했어.\n무오사화의 발단이 된 조의제문을 작성했어.\n천체의 운행과 위치를 측정하는 혼천의를 제작했어.\n유학 경전을 주자와 달리 해석한 사변록을 저술했어.""}, {""problem_id"": ""cj_v41_0209"", ""full_text"": ""제△△호 역사 신문 0000년 ○○월 ○○일 육조 직계제 부활하다 계유년에 황보인 등을 제거하고 권력을 장악한 이후 즉위한 왕은 강력한 왕권을 행사하고자 육조 직계제를 부활시켰다. 이번 조치는 형조의 사형수 판결을 제외한 육조의 서무를 직접 왕에게 보고하도록 한 것이다.\n‘왕’의 재위 기간에 있었던 사실로 옳은 것은?\n주자소가 설치되어 계미자가 주조되었다.\n조의제문이 발단이 되어 무오사화가 일어났다.\n통치 체제를 정비하기 위해 대전회통이 편찬되었다.\n제한된 범위의 무역을 허용한 계해약조가 체결되었다.\n현직 관리에게만 수조지를 지급하는 직전법이 시행되었다.""}, {""problem_id"": ""cj_v41_0638"", ""full_text"": ""(가) 특별전 〈연보〉 - 1501년 경상도 예안현 출생 - 1534년 문과 급제 - 1552년 성균관 대사성에 임명 - 1561년 도산 서당 설립 및 제자 양성 - 1570년 별세 전시 자료: 제1태극도, 제2서명도, 제3소학도\n(가) 인물에 대한 설명으로 옳은 것은?\n기대승과 사단칠정 논쟁을 전개하였다.\n일본에 다녀와서 해동제국기를 편찬하였다.\n양명학을 연구하여 강화 학파를 형성하였다.\n기축봉사를 올려 명에 대한 의리를 내세웠다.\n무오사화의 발단이 된 조의제문을 작성하였다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,Institution,2,10,2,8,C10,EXPANDED_ONLY,True,0,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
92,gold-case:15fe0c6fc9e323227ced,term-review-task:1b56241f652a05aeabb8,resolution-case:2c8e9a2cbb369954bcc7,설원랑,인물,Person,2,2,2,2,C01_02,EXACT_ONLY,False,0,"[{""problem_id"": ""cj_v41_0004"", ""full_text"": ""(가) 왕이 다시 명령을 내려 좋은 가문 출신의 남자로서 덕행이 있는 자를 뽑아 명칭을 고쳐 화랑이라고 하였다. 처음으로 설원랑을 받들어 국선으로 삼으니, 이것이 화랑 국선의 시초이다. - 삼국유사 - (나) 왕이 이찬 이사부에게 명령하여 가라국을 습격하게 하였다. 이때 사다함은 나이가 15~16세였는데 종군하기를 청하였다. 그 나라 사람들은 뜻하지 않은 신라군의 습격을 받았다. - 삼국사기 -\n'왕'의 재위 시기에 있었던 사실로 옳은 것은?\n거칠부가 국사를 편찬하였다.\n김헌창이 웅천주에서 반란을 일으켰다.\n이차돈의 순교를 계기로 불교가 공인되었다.\n최고 지배자의 호칭이 마립간으로 바뀌었다.\n자장의 건의로 황룡사 9층 목탑이 건립되었다.""}, {""problem_id"": ""cj_v41_1248"", ""full_text"": ""0 풍월주(風月主), 원화(i源花)의 법이 폐하여진 지 이미 여러 해였다. 왕은 나리를 일으기려면 풍월도를 먼저 하여야 한다고 생각하여 다시금 영(令)을 내려 귀인과 양가의 자제 중에서 얼굴이 아름답고 덕행이 있는 자를 선발해서 분장을 시켜 (가) 또는국선(國仙)이라 이름하였다. 0 좋은 가문 출신의 남자로서 덕행이 있는 자를 뽑아 (가) (에라 하였다. 처음 설원랑을 받들어 국선으로 삼았는데 이것이 시초이다.\n(가) 제도를 시행한 국가에 대한 설명으로 옳은 것은?\n태학과 경당을 두어 인재를 양성하였다.\n유랑민을 구휼하는 활인서를 설치하였다.\n정사암 회의에서 국가 중대사를 결정하였다.\n도병마사에서 변경의 군사 문제 등을 논의하였다.\n골품에 따라 관등 승진, 일상생활 등을 엄격히 제한하였다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
93,gold-case:3447e9c219fb6a347f8c,term-review-task:8da1e8dc4ce1eeba27bf,resolution-case:dff5abdc4bd566328505,사찰령,제도,Concept,4,5,2,4,C03_05,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0605"", ""full_text"": ""이곳은 동학에서 시작된 종교인 (가) 소속의 방정환, 김기전 등이 인내천 사상을 바탕으로 1922년 '어린이의 날을 선포한 장소이다. 그들은 어린이들과 함께 이곳에서 출발하여 거리 행진을 하며 선전문을 배포한 뒤 어린이날 제정 축하 기념회를 열었습니다. 밥\n(가) 종교에 대한 설명으로 옳은 것은?\n만세보를 발행하여 민중 계몽에 힘썼다.\n중광단을 조직하여 무장 투쟁을 전개하였다.\n배재 학당을 세워 신학문 보급에 기여하였다.\n박중빈을 중심으로 새생활 운동을 추진하였다.\n일제의 통제에 맞서 사찰령 폐지 운동을 주도하였다.""}, {""problem_id"": ""cj_v41_0987"", ""full_text"": ""방정환이 꿈꾼 어린이를 위한 나라 우리 박물관 에서는 어린이 창간 100주년을 기념하는 특별전을 준비하였습 니다 동학을 계승한 종교인 (가) 계 열의 방정환 등이 어린이들에게 다양한 읽을거리를 제공하기 위 해 발간한 잡지 어린이의 전시와 함께 여러 체험 행사를 준비 하였으니 많은 관심 바랍니다\n(가) 종교에 대한 설명으로 옳은 것은?\n한용운 등이 사찰령 폐지를 주장하였다.\n만세보를 발행하여 민중 계몽에 앞장섰다.\n박중빈을 중심으로 새생활 운동을 펼쳤다.\n배재 학당을 세워 신학문을 보급하고자 힘썼다.\n의민단을 조직하여 항일 무장 투쟁을 전개하였다.""}, {""problem_id"": ""cj_v41_1130"", ""full_text"": ""지난 개천절을 기회로 하여 (가) 은/는 나철이 만주에서 독립운동을 계획했다는 이유로 단군 신앙을 기반으로 창시한 (가) 간부 7명이 동대문 종 교 인 데 , 민 족 의 식 을 고 취 할 경찰서에 체포되었다는 기사가 뿐만 아 니 라 독 립 운 동 도 전 개 실렸구나. 하고 있네요.\n(가) 종교에 대한 설명으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발간하였다.\n한용운 등이 사찰령 폐지를 주장하였다.\n박중빈을 중심으로 새생활 운동을 펼쳤다.\n김창숙의 주도로 파리 장서 운동을 전개하였다.\n무장 투쟁을 전개하기 위해 중광단을 조직하였다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
94,gold-case:5956099a2cf194a318fc,term-review-task:19c63acaff6f940c7516,resolution-case:a29028e8694790f19717,통신사,기관,Institution,1,10,2,6,C10,EXACT_AND_EXPANDED,True,8,"[{""problem_id"": ""cj_v41_0224"", ""full_text"": ""이제 지계 사무를 강원도에서 실시하여 영동은 울진군부터, 영서는 춘천군부터 시작하여 토지를 측량한 후 관계를 발급합니다. 전답과 가사를 강원도에 두고 있는 인민은 구권을 가지고 토지가 있는 군에 가서 관계로 바꾸어 가시기 바랍니다. 광무 ○년 ○○월 ○○일 지계아문\n‘관계’가 발급되던 시기에 볼 수 있는 모습으로 가장 적절한 것은?\n영남 만인소에 동참하는 유생\n원수부에서 업무를 처리하는 관리\n남연군 묘를 도굴하려는 독일 상인\n제너럴 셔먼호를 불태우는 평양 관민\n통신사를 수행해 일본으로 가는 역관""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
95,gold-case:a508ea946ed42520bd1b,term-review-task:588b98e9ffbd0a2eafea,resolution-case:d093fdf173ac6444c936,손일봉,인물,Person,1,3,2,3,C03_05,EXACT_AND_EXPANDED,False,0,"[{""problem_id"": ""cj_v41_0654"", ""full_text"": ""독립운동가 호가장 전투에서 순국한 열사들 중국 우한에서 창설된 한인 무장 부대의 일부는 화북으로 이동하여 1941년 7월 타이항산에서 (가)을/를 결성하였다. (가)의 무장 선전대로 활동하던 손일봉, 최철호, 박철동, 이정순은 호가장 전투에서 다른 대원들이 포위망을 벗어날 때까지 일본군과 싸우다 장렬히 순국하였다. 정부는 이들의 공훈을 기려 1993년 애국장을 추서하였다.\n(가) 부대에 대한 설명으로 옳은 것은?\n봉오동 전투에서 일본군을 격파하였다.\n총사령 양세봉의 지휘 아래 활동하였다.\n미군과 연계하여 국내 진공 작전을 계획하였다.\n조선 독립 동맹 산하의 군사 조직으로 개편되었다.\n간도 참변 이후 조직을 정비하고 자유시로 이동하였다.""}]",REJECTED,NO,일치하는 용어는 있지만 동명이인임,MK,COMPLETE
